"Dish Name",Category,"Serving Size","Calories (kcal)","Carbs (g)","Protein (g)","Fat (g)",Notes,Ingredients
"Afritada (Chicken) (Small Serving)",Lunch/Dinner,"1 cup (200g)",217,11,17,10,"Chicken in tomato sauce","Chicken, Tomato sauce, Potatoes, Carrots, Bell peppers, Onion, Garlic, Bay leaves, Cooking oil, Salt, Black pepper"
"Afritada (Chicken) (Large Serving)",Lunch/Dinner,"1 cup (200g)",362,18,28,17,"Chicken in tomato sauce","Chicken, Tomato sauce, Potatoes, Carrots, Bell peppers, Onion, Garlic, Bay leaves, Cooking oil, Salt, Black pepper"
"Afritada (Chicken) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",290,15,23,14,"Chicken in tomato sauce; spicy","Chicken, Tomato sauce, Potatoes, Carrots, Bell peppers, Onion, Garlic, Bay leaves, Cooking oil, Salt, Black pepper"
"Afritada (Chicken) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",290,15,23,14,"Chicken in tomato sauce; reduced salt","Chicken, Tomato sauce, Potatoes, Carrots, Bell peppers, Onion, Garlic, Bay leaves, Cooking oil, Salt, Black pepper"
"Afritada (Chicken) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",304,21,24,14,"Chicken in tomato sauce; whole grain option","Chicken, Tomato sauce, Potatoes, Carrots, Bell peppers, Onion, Garlic, Bay leaves, Cooking oil, Salt, Black pepper"
"Afritada (Chicken) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",406,21,32,19,"Chicken in tomato sauce","Chicken, Tomato sauce, Potatoes, Carrots, Bell peppers, Onion, Garlic, Bay leaves, Cooking oil, Salt, Black pepper"
"Afritada (Chicken) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",246,12,19,11,"Chicken in tomato sauce","Chicken, Tomato sauce, Potatoes, Carrots, Bell peppers, Onion, Garlic, Bay leaves, Cooking oil, Salt, Black pepper"
"Mechado (Beef) (Small Serving)",Lunch/Dinner,"1 cup (200g)",255,12,19,13,"Beef stew with larded pork","Beef, Tomato sauce, Potatoes, Carrots, Onion, Garlic, Bay leaves, Pork fat (lard), Soy sauce, Cooking oil, Salt, Black pepper"
"Mechado (Beef) (Large Serving)",Lunch/Dinner,"1 cup (200g)",425,20,32,22,"Beef stew with larded pork","Beef, Tomato sauce, Potatoes, Carrots, Onion, Garlic, Bay leaves, Pork fat (lard), Soy sauce, Cooking oil, Salt, Black pepper"
"Mechado (Beef) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",340,16,26,18,"Beef stew with larded pork; spicy","Beef, Tomato sauce, Potatoes, Carrots, Onion, Garlic, Bay leaves, Pork fat (lard), Soy sauce, Cooking oil, Salt, Black pepper"
"Mechado (Beef) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",340,16,26,18,"Beef stew with larded pork; reduced salt","Beef, Tomato sauce, Potatoes, Carrots, Onion, Garlic, Bay leaves, Pork fat (lard), Soy sauce, Cooking oil, Salt, Black pepper"
"Mechado (Beef) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",357,22,27,18,"Beef stew with larded pork; whole grain option","Beef, Tomato sauce, Potatoes, Carrots, Onion, Garlic, Bay leaves, Pork fat (lard), Soy sauce, Cooking oil, Salt, Black pepper"
"Mechado (Beef) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",475,22,36,25,"Beef stew with larded pork","Beef, Tomato sauce, Potatoes, Carrots, Onion, Garlic, Bay leaves, Pork fat (lard), Soy sauce, Cooking oil, Salt, Black pepper"
"Mechado (Beef) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",289,13,22,15,"Beef stew with larded pork","Beef, Tomato sauce, Potatoes, Carrots, Onion, Garlic, Bay leaves, Pork fat (lard), Soy sauce, Cooking oil, Salt, Black pepper"
"Bicol Express (Small Serving)",Lunch/Dinner,"1 cup (150g)",300,9,13,22,"Spicy pork in coconut milk","Pork, Coconut milk, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Bicol Express (Large Serving)",Lunch/Dinner,"1 cup (150g)",500,15,22,37,"Spicy pork in coconut milk","Pork, Coconut milk, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Bicol Express (Spicy Variant)",Lunch/Dinner,"1 cup (150g)",400,12,18,30,"Spicy pork in coconut milk; spicy","Pork, Coconut milk, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Bicol Express (Low-Sodium)",Lunch/Dinner,"1 cup (150g)",400,12,18,30,"Spicy pork in coconut milk; reduced salt","Pork, Coconut milk, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Bicol Express (With Brown Rice)",Lunch/Dinner,"1 cup (150g)",420,18,18,31,"Spicy pork in coconut milk; whole grain option","Pork, Coconut milk, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Bicol Express (Fiesta Portion)",Lunch/Dinner,"1 cup (150g)",560,16,25,42,"Spicy pork in coconut milk","Pork, Coconut milk, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Bicol Express (Budget Bowl)",Lunch/Dinner,"1 cup (150g)",340,10,15,25,"Spicy pork in coconut milk","Pork, Coconut milk, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Laing (Small Serving)",Lunch/Dinner,"1 cup (150g)",262,15,7,21,"Dried taro leaves in coconut","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Laing (Large Serving)",Lunch/Dinner,"1 cup (150g)",437,25,12,35,"Dried taro leaves in coconut","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Laing (Spicy Variant)",Lunch/Dinner,"1 cup (150g)",350,20,10,28,"Dried taro leaves in coconut; spicy","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Laing (Low-Sodium)",Lunch/Dinner,"1 cup (150g)",350,20,10,28,"Dried taro leaves in coconut; reduced salt","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Laing (With Brown Rice)",Lunch/Dinner,"1 cup (150g)",367,27,10,29,"Dried taro leaves in coconut; whole grain option","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Laing (Fiesta Portion)",Lunch/Dinner,"1 cup (150g)",489,28,14,39,"Dried taro leaves in coconut","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Laing (Budget Bowl)",Lunch/Dinner,"1 cup (150g)",297,17,8,23,"Dried taro leaves in coconut","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Pinakbet (Ilocano) (Small Serving)",Lunch/Dinner,"1 cup (200g)",135,15,6,4,"Veg stew with bagoong","Eggplant, Okra, Bitter melon, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pinakbet (Ilocano) (Large Serving)",Lunch/Dinner,"1 cup (200g)",225,25,10,7,"Veg stew with bagoong","Eggplant, Okra, Bitter melon, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pinakbet (Ilocano) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",180,20,8,6,"Veg stew with bagoong; spicy","Eggplant, Okra, Bitter melon, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pinakbet (Ilocano) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",180,20,8,6,"Veg stew with bagoong; reduced salt","Eggplant, Okra, Bitter melon, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pinakbet (Ilocano) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",189,27,8,6,"Veg stew with bagoong; whole grain option","Eggplant, Okra, Bitter melon, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pinakbet (Ilocano) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",251,28,11,8,"Veg stew with bagoong","Eggplant, Okra, Bitter melon, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pinakbet (Ilocano) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",153,17,6,5,"Veg stew with bagoong","Eggplant, Okra, Bitter melon, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Dinengdeng (Small Serving)",Lunch/Dinner,"1 bowl (250g)",120,13,7,3,"Light veg soup with grilled fish","Grilled fish, Eggplant, Okra, String beans, Bitter melon, Tomatoes, Onion, Garlic, Fish sauce, Water"
"Dinengdeng (Large Serving)",Lunch/Dinner,"1 bowl (250g)",200,22,12,6,"Light veg soup with grilled fish","Grilled fish, Eggplant, Okra, String beans, Bitter melon, Tomatoes, Onion, Garlic, Fish sauce, Water"
"Dinengdeng (Spicy Variant)",Lunch/Dinner,"1 bowl (250g)",160,18,10,5,"Light veg soup with grilled fish; spicy","Grilled fish, Eggplant, Okra, String beans, Bitter melon, Tomatoes, Onion, Garlic, Fish sauce, Water"
"Dinengdeng (Low-Sodium)",Lunch/Dinner,"1 bowl (250g)",160,18,10,5,"Light veg soup with grilled fish; reduced salt","Grilled fish, Eggplant, Okra, String beans, Bitter melon, Tomatoes, Onion, Garlic, Fish sauce, Water"
"Dinengdeng (With Brown Rice)",Lunch/Dinner,"1 bowl (250g)",168,24,10,5,"Light veg soup with grilled fish; whole grain option","Grilled fish, Eggplant, Okra, String beans, Bitter melon, Tomatoes, Onion, Garlic, Fish sauce, Water"
"Dinengdeng (Fiesta Portion)",Lunch/Dinner,"1 bowl (250g)",224,25,14,7,"Light veg soup with grilled fish","Grilled fish, Eggplant, Okra, String beans, Bitter melon, Tomatoes, Onion, Garlic, Fish sauce, Water"
"Dinengdeng (Budget Bowl)",Lunch/Dinner,"1 bowl (250g)",136,15,8,4,"Light veg soup with grilled fish","Grilled fish, Eggplant, Okra, String beans, Bitter melon, Tomatoes, Onion, Garlic, Fish sauce, Water"
"Ginataang Sitaw at Kalabasa (Small Serving)",Lunch/Dinner,"1 cup (200g)",210,16,6,13,"String beans & squash in coconut","String beans, Squash, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Ginataang Sitaw at Kalabasa (Large Serving)",Lunch/Dinner,"1 cup (200g)",350,27,10,22,"String beans & squash in coconut","String beans, Squash, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Ginataang Sitaw at Kalabasa (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",280,22,8,18,"String beans & squash in coconut; spicy","String beans, Squash, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Ginataang Sitaw at Kalabasa (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",280,22,8,18,"String beans & squash in coconut; reduced salt","String beans, Squash, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Ginataang Sitaw at Kalabasa (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",294,29,8,18,"String beans & squash in coconut; whole grain option","String beans, Squash, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Ginataang Sitaw at Kalabasa (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",392,30,11,25,"String beans & squash in coconut","String beans, Squash, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Ginataang Sitaw at Kalabasa (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",238,18,6,15,"String beans & squash in coconut","String beans, Squash, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Inihaw na Liempo (Small Serving)",Lunch/Dinner,150g,390,2,21,31,"Grilled pork belly","Pork belly, Salt, Black pepper, Garlic, Calamansi, Soy sauce, Cooking oil"
"Inihaw na Liempo (Large Serving)",Lunch/Dinner,150g,650,3,35,52,"Grilled pork belly","Pork belly, Salt, Black pepper, Garlic, Calamansi, Soy sauce, Cooking oil"
"Inihaw na Liempo (Spicy Variant)",Lunch/Dinner,150g,520,3,28,42,"Grilled pork belly; spicy","Pork belly, Salt, Black pepper, Garlic, Calamansi, Soy sauce, Cooking oil"
"Inihaw na Liempo (Low-Sodium)",Lunch/Dinner,150g,520,3,28,42,"Grilled pork belly; reduced salt","Pork belly, Salt, Black pepper, Garlic, Calamansi, Soy sauce, Cooking oil"
"Inihaw na Liempo (With Brown Rice)",Lunch/Dinner,150g,546,9,29,44,"Grilled pork belly; whole grain option","Pork belly, Salt, Black pepper, Garlic, Calamansi, Soy sauce, Cooking oil"
"Inihaw na Liempo (Fiesta Portion)",Lunch/Dinner,150g,728,4,39,58,"Grilled pork belly","Pork belly, Salt, Black pepper, Garlic, Calamansi, Soy sauce, Cooking oil"
"Inihaw na Liempo (Budget Bowl)",Lunch/Dinner,150g,442,2,23,35,"Grilled pork belly","Pork belly, Salt, Black pepper, Garlic, Calamansi, Soy sauce, Cooking oil"
"Chicken Inasal (Small Serving)",Lunch/Dinner,"1 quarter (200g)",240,3,21,15,"Grilled chicken Bacolod-style","Chicken, Lemongrass, Garlic, Ginger, Calamansi, Vinegar, Annatto powder, Salt, Black pepper, Cooking oil"
"Chicken Inasal (Large Serving)",Lunch/Dinner,"1 quarter (200g)",400,5,35,25,"Grilled chicken Bacolod-style","Chicken, Lemongrass, Garlic, Ginger, Calamansi, Vinegar, Annatto powder, Salt, Black pepper, Cooking oil"
"Chicken Inasal (Spicy Variant)",Lunch/Dinner,"1 quarter (200g)",320,4,28,20,"Grilled chicken Bacolod-style; spicy","Chicken, Lemongrass, Garlic, Ginger, Calamansi, Vinegar, Annatto powder, Salt, Black pepper, Cooking oil"
"Chicken Inasal (Low-Sodium)",Lunch/Dinner,"1 quarter (200g)",320,4,28,20,"Grilled chicken Bacolod-style; reduced salt","Chicken, Lemongrass, Garlic, Ginger, Calamansi, Vinegar, Annatto powder, Salt, Black pepper, Cooking oil"
"Chicken Inasal (With Brown Rice)",Lunch/Dinner,"1 quarter (200g)",336,10,29,21,"Grilled chicken Bacolod-style; whole grain option","Chicken, Lemongrass, Garlic, Ginger, Calamansi, Vinegar, Annatto powder, Salt, Black pepper, Cooking oil"
"Chicken Inasal (Fiesta Portion)",Lunch/Dinner,"1 quarter (200g)",448,5,39,28,"Grilled chicken Bacolod-style","Chicken, Lemongrass, Garlic, Ginger, Calamansi, Vinegar, Annatto powder, Salt, Black pepper, Cooking oil"
"Chicken Inasal (Budget Bowl)",Lunch/Dinner,"1 quarter (200g)",272,3,23,17,"Grilled chicken Bacolod-style","Chicken, Lemongrass, Garlic, Ginger, Calamansi, Vinegar, Annatto powder, Salt, Black pepper, Cooking oil"
"Lechon Kawali (Small Serving)",Lunch/Dinner,120g,360,4,15,27,"Crispy pan-fried pork belly","Pork belly, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Lechon Kawali (Large Serving)",Lunch/Dinner,120g,600,7,25,45,"Crispy pan-fried pork belly","Pork belly, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Lechon Kawali (Spicy Variant)",Lunch/Dinner,120g,480,6,20,36,"Crispy pan-fried pork belly; spicy","Pork belly, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Lechon Kawali (Low-Sodium)",Lunch/Dinner,120g,480,6,20,36,"Crispy pan-fried pork belly; reduced salt","Pork belly, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Lechon Kawali (With Brown Rice)",Lunch/Dinner,120g,504,12,21,37,"Crispy pan-fried pork belly; whole grain option","Pork belly, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Lechon Kawali (Fiesta Portion)",Lunch/Dinner,120g,672,8,28,50,"Crispy pan-fried pork belly","Pork belly, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Lechon Kawali (Budget Bowl)",Lunch/Dinner,120g,408,5,17,30,"Crispy pan-fried pork belly","Pork belly, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Crispy Pata (Small Serving)",Lunch/Dinner,150g,487,3,22,37,"Deep-fried pork knuckle","Pork knuckle, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Crispy Pata (Large Serving)",Lunch/Dinner,150g,812,5,37,62,"Deep-fried pork knuckle","Pork knuckle, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Crispy Pata (Spicy Variant)",Lunch/Dinner,150g,650,4,30,50,"Deep-fried pork knuckle; spicy","Pork knuckle, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Crispy Pata (Low-Sodium)",Lunch/Dinner,150g,650,4,30,50,"Deep-fried pork knuckle; reduced salt","Pork knuckle, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Crispy Pata (With Brown Rice)",Lunch/Dinner,150g,682,10,31,52,"Deep-fried pork knuckle; whole grain option","Pork knuckle, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Crispy Pata (Fiesta Portion)",Lunch/Dinner,150g,909,5,42,70,"Deep-fried pork knuckle","Pork knuckle, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Crispy Pata (Budget Bowl)",Lunch/Dinner,150g,552,3,25,42,"Deep-fried pork knuckle","Pork knuckle, Salt, Black pepper, Garlic, Bay leaves, Water, Cooking oil"
"Bistek Tagalog (Small Serving)",Lunch/Dinner,"1 cup (200g)",225,7,21,12,"Beef steak with onions & soy","Beef sirloin, Soy sauce, Calamansi juice, Onion, Garlic, Black pepper, Bay leaves, Sugar, Cooking oil, Water"
"Bistek Tagalog (Large Serving)",Lunch/Dinner,"1 cup (200g)",375,12,35,20,"Beef steak with onions & soy","Beef sirloin, Soy sauce, Calamansi juice, Onion, Garlic, Black pepper, Bay leaves, Sugar, Cooking oil, Water"
"Bistek Tagalog (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",300,10,28,16,"Beef steak with onions & soy; spicy","Beef sirloin, Soy sauce, Calamansi juice, Onion, Garlic, Black pepper, Bay leaves, Sugar, Cooking oil, Water"
"Bistek Tagalog (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",300,10,28,16,"Beef steak with onions & soy; reduced salt","Beef sirloin, Soy sauce, Calamansi juice, Onion, Garlic, Black pepper, Bay leaves, Sugar, Cooking oil, Water"
"Bistek Tagalog (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",315,16,29,16,"Beef steak with onions & soy; whole grain option","Beef sirloin, Soy sauce, Calamansi juice, Onion, Garlic, Black pepper, Bay leaves, Sugar, Cooking oil, Water"
"Bistek Tagalog (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",420,14,39,22,"Beef steak with onions & soy","Beef sirloin, Soy sauce, Calamansi juice, Onion, Garlic, Black pepper, Bay leaves, Sugar, Cooking oil, Water"
"Bistek Tagalog (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",255,8,23,13,"Beef steak with onions & soy","Beef sirloin, Soy sauce, Calamansi juice, Onion, Garlic, Black pepper, Bay leaves, Sugar, Cooking oil, Water"
"Giniling (Pork) (Small Serving)",Lunch/Dinner,"1 cup (200g)",240,10,18,13,"Ground pork with peas & carrots","Ground pork, Potatoes, Carrots, Green peas, Onion, Garlic, Tomato sauce, Soy sauce, Cooking oil, Salt, Black pepper"
"Giniling (Pork) (Large Serving)",Lunch/Dinner,"1 cup (200g)",400,17,30,22,"Ground pork with peas & carrots","Ground pork, Potatoes, Carrots, Green peas, Onion, Garlic, Tomato sauce, Soy sauce, Cooking oil, Salt, Black pepper"
"Giniling (Pork) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",320,14,24,18,"Ground pork with peas & carrots; spicy","Ground pork, Potatoes, Carrots, Green peas, Onion, Garlic, Tomato sauce, Soy sauce, Cooking oil, Salt, Black pepper"
"Giniling (Pork) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",320,14,24,18,"Ground pork with peas & carrots; reduced salt","Ground pork, Potatoes, Carrots, Green peas, Onion, Garlic, Tomato sauce, Soy sauce, Cooking oil, Salt, Black pepper"
"Giniling (Pork) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",336,20,25,18,"Ground pork with peas & carrots; whole grain option","Ground pork, Potatoes, Carrots, Green peas, Onion, Garlic, Tomato sauce, Soy sauce, Cooking oil, Salt, Black pepper"
"Giniling (Pork) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",448,19,33,25,"Ground pork with peas & carrots","Ground pork, Potatoes, Carrots, Green peas, Onion, Garlic, Tomato sauce, Soy sauce, Cooking oil, Salt, Black pepper"
"Giniling (Pork) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",272,11,20,15,"Ground pork with peas & carrots","Ground pork, Potatoes, Carrots, Green peas, Onion, Garlic, Tomato sauce, Soy sauce, Cooking oil, Salt, Black pepper"
"Tokwa't Baboy (Small Serving)",Snack/Lunch,"1 plate (200g)",240,10,16,13,"Fried tofu & pork in vinegar","Tofu, Pork, Vinegar, Soy sauce, Onion, Garlic, Sugar, Salt, Black pepper, Cooking oil"
"Tokwa't Baboy (Large Serving)",Snack/Lunch,"1 plate (200g)",400,17,27,22,"Fried tofu & pork in vinegar","Tofu, Pork, Vinegar, Soy sauce, Onion, Garlic, Sugar, Salt, Black pepper, Cooking oil"
"Tokwa't Baboy (Spicy Variant)",Snack/Lunch,"1 plate (200g)",320,14,22,18,"Fried tofu & pork in vinegar; spicy","Tofu, Pork, Vinegar, Soy sauce, Onion, Garlic, Sugar, Salt, Black pepper, Cooking oil"
"Tokwa't Baboy (Low-Sodium)",Snack/Lunch,"1 plate (200g)",320,14,22,18,"Fried tofu & pork in vinegar; reduced salt","Tofu, Pork, Vinegar, Soy sauce, Onion, Garlic, Sugar, Salt, Black pepper, Cooking oil"
"Tokwa't Baboy (With Brown Rice)",Snack/Lunch,"1 plate (200g)",336,20,23,18,"Fried tofu & pork in vinegar; whole grain option","Tofu, Pork, Vinegar, Soy sauce, Onion, Garlic, Sugar, Salt, Black pepper, Cooking oil"
"Tokwa't Baboy (Fiesta Portion)",Snack/Lunch,"1 plate (200g)",448,19,30,25,"Fried tofu & pork in vinegar","Tofu, Pork, Vinegar, Soy sauce, Onion, Garlic, Sugar, Salt, Black pepper, Cooking oil"
