"Dish Name",Category,"Serving Size","Calories (kcal)","Carbs (g)","Protein (g)","Fat (g)",Notes,Ingredients
"Halo-Halo (Fiesta Portion)",Dessert,"1 glass",489,105,8,7,"Shaved ice dessert","Rice, Vegetables"
"Halo-Halo (Budget Bowl)",Dessert,"1 glass",297,63,5,4,"Shaved ice dessert","Rice, Vegetables"
"Mais con Yelo (Small Serving)",Dessert,"1 glass",210,46,3,2,"Sweet corn with milk & ice","Milk & ice"
"Mais con Yelo (Large Serving)",Dessert,"1 glass",350,77,5,3,"Sweet corn with milk & ice","Milk & ice"
"Mais con Yelo (Spicy Variant)",Dessert,"1 glass",280,62,4,3,"Sweet corn with milk & ice; spicy","Milk & ice; spicy"
"Mais con Yelo (Low-Sodium)",Dessert,"1 glass",280,62,4,3,"Sweet corn with milk & ice; reduced salt","Milk & ice; reduced salt"
"Mais con Yelo (With Brown Rice)",Dessert,"1 glass",294,71,4,3,"Sweet corn with milk & ice; whole grain option","Milk & ice; whole grain option, Rice"
"Mais con Yelo (Fiesta Portion)",Dessert,"1 glass",392,86,5,4,"Sweet corn with milk & ice","Milk & ice"
"Mais con Yelo (Budget Bowl)",Dessert,"1 glass",238,52,3,2,"Sweet corn with milk & ice","Milk & ice"
"Saba con Yelo (Small Serving)",Dessert,"1 glass",225,48,2,2,"Caramelized banana with milk & ice","Banana, Milk & ice, Saba"
"Saba con Yelo (Large Serving)",Dessert,"1 glass",375,81,3,3,"Caramelized banana with milk & ice","Banana, Milk & ice, Saba"
"Saba con Yelo (Spicy Variant)",Dessert,"1 glass",300,65,3,3,"Caramelized banana with milk & ice; spicy","Banana, Milk & ice; spicy, Saba"
"Saba con Yelo (Low-Sodium)",Dessert,"1 glass",300,65,3,3,"Caramelized banana with milk & ice; reduced salt","Banana, Milk & ice; reduced salt, Saba"
"Saba con Yelo (With Brown Rice)",Dessert,"1 glass",315,74,3,3,"Caramelized banana with milk & ice; whole grain option","Banana, Milk & ice; whole grain option, Rice, Saba"
"Saba con Yelo (Fiesta Portion)",Dessert,"1 glass",420,91,4,4,"Caramelized banana with milk & ice","Banana, Milk & ice, Saba"
"Saba con Yelo (Budget Bowl)",Dessert,"1 glass",255,55,2,2,"Caramelized banana with milk & ice","Banana, Milk & ice, Saba"
"Turon (Small Serving)",Snack/Dessert,"1 piece (80g)",112,22,1,3,"Banana spring roll",Banana
"Turon (Large Serving)",Snack/Dessert,"1 piece (80g)",187,37,2,6,"Banana spring roll",Banana
"Turon (Spicy Variant)",Snack/Dessert,"1 piece (80g)",150,30,2,5,"Banana spring roll; spicy",Banana
"Turon (Low-Sodium)",Snack/Dessert,"1 piece (80g)",150,30,2,5,"Banana spring roll; reduced salt",Banana
"Turon (With Brown Rice)",Snack/Dessert,"1 piece (80g)",157,37,2,5,"Banana spring roll; whole grain option","Banana, Rice"
"Turon (Fiesta Portion)",Snack/Dessert,"1 piece (80g)",210,42,2,7,"Banana spring roll",Banana
"Turon (Budget Bowl)",Snack/Dessert,"1 piece (80g)",127,25,1,4,"Banana spring roll",Banana
"Banana Cue (Small Serving)",Snack/Dessert,"1 stick (100g)",150,33,1,4,"Caramelized saba banana","Banana, Saba"
"Banana Cue (Large Serving)",Snack/Dessert,"1 stick (100g)",250,56,2,7,"Caramelized saba banana","Banana, Saba"
"Banana Cue (Spicy Variant)",Snack/Dessert,"1 stick (100g)",200,45,2,6,"Caramelized saba banana; spicy","Banana, Saba"
"Banana Cue (Low-Sodium)",Snack/Dessert,"1 stick (100g)",200,45,2,6,"Caramelized saba banana; reduced salt","Banana, Saba"
"Banana Cue (With Brown Rice)",Snack/Dessert,"1 stick (100g)",210,53,2,6,"Caramelized saba banana; whole grain option","Banana, Rice, Saba"
"Banana Cue (Fiesta Portion)",Snack/Dessert,"1 stick (100g)",280,62,2,8,"Caramelized saba banana","Banana, Saba"
"Banana Cue (Budget Bowl)",Snack/Dessert,"1 stick (100g)",170,38,1,5,"Caramelized saba banana","Banana, Saba"
"Camote Cue (Small Serving)",Snack/Dessert,"1 stick (120g)",165,36,1,3,"Caramelized sweet potato",Potato
"Camote Cue (Large Serving)",Snack/Dessert,"1 stick (120g)",275,60,2,6,"Caramelized sweet potato",Potato
"Camote Cue (Spicy Variant)",Snack/Dessert,"1 stick (120g)",220,48,2,5,"Caramelized sweet potato; spicy",Potato
"Camote Cue (Low-Sodium)",Snack/Dessert,"1 stick (120g)",220,48,2,5,"Caramelized sweet potato; reduced salt",Potato
"Camote Cue (With Brown Rice)",Snack/Dessert,"1 stick (120g)",231,56,2,5,"Caramelized sweet potato; whole grain option","Potato, Rice"
"Camote Cue (Fiesta Portion)",Snack/Dessert,"1 stick (120g)",308,67,2,7,"Caramelized sweet potato",Potato
"Camote Cue (Budget Bowl)",Snack/Dessert,"1 stick (120g)",187,40,1,4,"Caramelized sweet potato",Potato
"Kansi (Bacolod) (Small Serving)",Lunch/Dinner,"1 bowl (300g)",315,7,21,22,"Sour beef marrow soup",Beef
"Kansi (Bacolod) (Large Serving)",Lunch/Dinner,"1 bowl (300g)",525,12,35,37,"Sour beef marrow soup",Beef
"Kansi (Bacolod) (Spicy Variant)",Lunch/Dinner,"1 bowl (300g)",420,10,28,30,"Sour beef marrow soup; spicy",Beef
"Kansi (Bacolod) (Low-Sodium)",Lunch/Dinner,"1 bowl (300g)",420,10,28,30,"Sour beef marrow soup; reduced salt",Beef
"Kansi (Bacolod) (With Brown Rice)",Lunch/Dinner,"1 bowl (300g)",441,16,29,31,"Sour beef marrow soup; whole grain option","Beef, Rice"
"Kansi (Bacolod) (Fiesta Portion)",Lunch/Dinner,"1 bowl (300g)",588,14,39,42,"Sour beef marrow soup",Beef
"Kansi (Bacolod) (Budget Bowl)",Lunch/Dinner,"1 bowl (300g)",357,8,23,25,"Sour beef marrow soup",Beef
"KBL (Kadios, Baboy, Langka) (Small Serving)",Lunch/Dinner,"1 bowl (300g)",285,15,19,15,"Ilonggo sour stew","Jackfruit, Pork"
"KBL (Kadios, Baboy, Langka) (Large Serving)",Lunch/Dinner,"1 bowl (300g)",475,25,32,25,"Ilonggo sour stew","Jackfruit, Pork"
"KBL (Kadios, Baboy, Langka) (Spicy Variant)",Lunch/Dinner,"1 bowl (300g)",380,20,26,20,"Ilonggo sour stew; spicy","Jackfruit, Pork"
"KBL (Kadios, Baboy, Langka) (Low-Sodium)",Lunch/Dinner,"1 bowl (300g)",380,20,26,20,"Ilonggo sour stew; reduced salt","Jackfruit, Pork"
"KBL (Kadios, Baboy, Langka) (With Brown Rice)",Lunch/Dinner,"1 bowl (300g)",399,27,27,21,"Ilonggo sour stew; whole grain option","Jackfruit, Pork, Rice"
"KBL (Kadios, Baboy, Langka) (Fiesta Portion)",Lunch/Dinner,"1 bowl (300g)",532,28,36,28,"Ilonggo sour stew","Jackfruit, Pork"
"KBL (Kadios, Baboy, Langka) (Budget Bowl)",Lunch/Dinner,"1 bowl (300g)",323,17,22,17,"Ilonggo sour stew","Jackfruit, Pork"
"Laswa (Iloilo) (Small Serving)",Lunch/Dinner,"1 bowl (250g)",135,13,6,4,"Light vegetable soup","Rice, Vegetables"
"Laswa (Iloilo) (Large Serving)",Lunch/Dinner,"1 bowl (250g)",225,22,10,7,"Light vegetable soup","Rice, Vegetables"
"Laswa (Iloilo) (Spicy Variant)",Lunch/Dinner,"1 bowl (250g)",180,18,8,6,"Light vegetable soup; spicy","Rice, Vegetables"
"Laswa (Iloilo) (Low-Sodium)",Lunch/Dinner,"1 bowl (250g)",180,18,8,6,"Light vegetable soup; reduced salt","Rice, Vegetables"
"Laswa (Iloilo) (With Brown Rice)",Lunch/Dinner,"1 bowl (250g)",189,24,8,6,"Light vegetable soup; whole grain option",Rice
"Laswa (Iloilo) (Fiesta Portion)",Lunch/Dinner,"1 bowl (250g)",251,25,11,8,"Light vegetable soup","Rice, Vegetables"
"Laswa (Iloilo) (Budget Bowl)",Lunch/Dinner,"1 bowl (250g)",153,15,6,5,"Light vegetable soup","Rice, Vegetables"
"Piyanggang Manok (Tausug) (Small Serving)",Lunch/Dinner,"1 cup (200g)",255,6,19,16,"Chicken with burnt coconut","Burnt coconut, Chicken, Coconut"
"Piyanggang Manok (Tausug) (Large Serving)",Lunch/Dinner,"1 cup (200g)",425,10,32,27,"Chicken with burnt coconut","Burnt coconut, Chicken, Coconut"
"Piyanggang Manok (Tausug) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",340,8,26,22,"Chicken with burnt coconut; spicy","Burnt coconut; spicy, Chicken, Coconut"
"Piyanggang Manok (Tausug) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",340,8,26,22,"Chicken with burnt coconut; reduced salt","Burnt coconut; reduced salt, Chicken, Coconut"
"Piyanggang Manok (Tausug) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",357,14,27,23,"Chicken with burnt coconut; whole grain option","Burnt coconut; whole grain option, Chicken, Coconut, Rice"
"Piyanggang Manok (Tausug) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",475,11,36,30,"Chicken with burnt coconut","Burnt coconut, Chicken, Coconut"
"Piyanggang Manok (Tausug) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",289,6,22,18,"Chicken with burnt coconut","Burnt coconut, Chicken, Coconut"
"Tiyula Itum (Tausug) (Small Serving)",Lunch/Dinner,"1 bowl (300g)",270,9,21,16,"Black soup with burnt coconut","Burnt coconut, Coconut"
"Tiyula Itum (Tausug) (Large Serving)",Lunch/Dinner,"1 bowl (300g)",450,15,35,27,"Black soup with burnt coconut","Burnt coconut, Coconut"
"Tiyula Itum (Tausug) (Spicy Variant)",Lunch/Dinner,"1 bowl (300g)",360,12,28,22,"Black soup with burnt coconut; spicy","Burnt coconut; spicy, Coconut"
"Tiyula Itum (Tausug) (Low-Sodium)",Lunch/Dinner,"1 bowl (300g)",360,12,28,22,"Black soup with burnt coconut; reduced salt","Burnt coconut; reduced salt, Coconut"
"Tiyula Itum (Tausug) (With Brown Rice)",Lunch/Dinner,"1 bowl (300g)",378,18,29,23,"Black soup with burnt coconut; whole grain option","Burnt coconut; whole grain option, Coconut, Rice"
"Tiyula Itum (Tausug) (Fiesta Portion)",Lunch/Dinner,"1 bowl (300g)",503,16,39,30,"Black soup with burnt coconut","Burnt coconut, Coconut"
"Tiyula Itum (Tausug) (Budget Bowl)",Lunch/Dinner,"1 bowl (300g)",306,10,23,18,"Black soup with burnt coconut","Burnt coconut, Coconut"
"Piaparan (Maranao) (Small Serving)",Lunch/Dinner,"1 cup (200g)",270,10,18,16,"Coconut & turmeric",Coconut
"Piaparan (Maranao) (Large Serving)",Lunch/Dinner,"1 cup (200g)",450,17,30,27,"Coconut & turmeric",Coconut
"Piaparan (Maranao) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",360,14,24,22,"Coconut & turmeric; spicy",Coconut
"Piaparan (Maranao) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",360,14,24,22,"Coconut & turmeric; reduced salt",Coconut
"Piaparan (Maranao) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",378,20,25,23,"Coconut & turmeric; whole grain option","Coconut, Rice"
"Piaparan (Maranao) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",503,19,33,30,"Coconut & turmeric",Coconut
"Piaparan (Maranao) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",306,11,20,18,"Coconut & turmeric",Coconut
"Pastil (Maguindanao) (Small Serving)",Snack/Lunch,"1 pack (180g)",315,45,12,7,"Rice with shredded chicken","Chicken, Rice, Shredded chicken"
"Pastil (Maguindanao) (Large Serving)",Snack/Lunch,"1 pack (180g)",525,75,20,12,"Rice with shredded chicken","Chicken, Rice, Shredded chicken"
"Pastil (Maguindanao) (Spicy Variant)",Snack/Lunch,"1 pack (180g)",420,60,16,10,"Rice with shredded chicken; spicy","Chicken, Rice, Shredded chicken; spicy"
"Pastil (Maguindanao) (Low-Sodium)",Snack/Lunch,"1 pack (180g)",420,60,16,10,"Rice with shredded chicken; reduced salt","Chicken, Rice, Shredded chicken; reduced salt"
"Pastil (Maguindanao) (With Brown Rice)",Snack/Lunch,"1 pack (180g)",441,69,16,10,"Rice with shredded chicken; whole grain option","Chicken, Rice, Shredded chicken; whole grain option"
"Pastil (Maguindanao) (Fiesta Portion)",Snack/Lunch,"1 pack (180g)",588,84,22,14,"Rice with shredded chicken","Chicken, Rice, Shredded chicken"
"Pastil (Maguindanao) (Budget Bowl)",Snack/Lunch,"1 pack (180g)",357,51,13,8,"Rice with shredded chicken","Chicken, Rice, Shredded chicken"
"Tinowa (Cebu) (Small Serving)",Lunch/Dinner,"1 bowl (250g)",180,4,19,7,"Clear fish soup",Fish
"Tinowa (Cebu) (Large Serving)",Lunch/Dinner,"1 bowl (250g)",300,7,32,12,"Clear fish soup",Fish
"Tinowa (Cebu) (Spicy Variant)",Lunch/Dinner,"1 bowl (250g)",240,6,26,10,"Clear fish soup; spicy",Fish
"Tinowa (Cebu) (Low-Sodium)",Lunch/Dinner,"1 bowl (250g)",240,6,26,10,"Clear fish soup; reduced salt",Fish
"Tinowa (Cebu) (With Brown Rice)",Lunch/Dinner,"1 bowl (250g)",252,12,27,10,"Clear fish soup; whole grain option","Fish, Rice"
"Tinowa (Cebu) (Fiesta Portion)",Lunch/Dinner,"1 bowl (250g)",336,8,36,14,"Clear fish soup",Fish
"Tinowa (Cebu) (Budget Bowl)",Lunch/Dinner,"1 bowl (250g)",204,5,22,8,"Clear fish soup",Fish
"Linarang (Cebu) (Small Serving)",Lunch/Dinner,"1 bowl (250g)",225,7,18,12,"Sour-savory fish stew",Fish
"Linarang (Cebu) (Large Serving)",Lunch/Dinner,"1 bowl (250g)",375,12,30,20,"Sour-savory fish stew",Fish
"Linarang (Cebu) (Spicy Variant)",Lunch/Dinner,"1 bowl (250g)",300,10,24,16,"Sour-savory fish stew; spicy",Fish
"Linarang (Cebu) (Low-Sodium)",Lunch/Dinner,"1 bowl (250g)",300,10,24,16,"Sour-savory fish stew; reduced salt",Fish
"Linarang (Cebu) (With Brown Rice)",Lunch/Dinner,"1 bowl (250g)",315,16,25,16,"Sour-savory fish stew; whole grain option","Fish, Rice"
"Linarang (Cebu) (Fiesta Portion)",Lunch/Dinner,"1 bowl (250g)",420,14,33,22,"Sour-savory fish stew",Fish
"Linarang (Cebu) (Budget Bowl)",Lunch/Dinner,"1 bowl (250g)",255,8,20,13,"Sour-savory fish stew",Fish
"Kinilaw na Lato (Small Serving)",Snack/Lunch,"1 cup (150g)",90,7,3,3,"Seaweed salad","Rice, Vegetables"
"Kinilaw na Lato (Large Serving)",Snack/Lunch,"1 cup (150g)",150,12,5,5,"Seaweed salad","Rice, Vegetables"
"Kinilaw na Lato (Spicy Variant)",Snack/Lunch,"1 cup (150g)",120,10,4,4,"Seaweed salad; spicy","Rice, Vegetables"
"Kinilaw na Lato (Low-Sodium)",Snack/Lunch,"1 cup (150g)",120,10,4,4,"Seaweed salad; reduced salt","Rice, Vegetables"
"Kinilaw na Lato (With Brown Rice)",Snack/Lunch,"1 cup (150g)",126,16,4,4,"Seaweed salad; whole grain option",Rice
"Kinilaw na Lato (Fiesta Portion)",Snack/Lunch,"1 cup (150g)",168,14,5,5,"Seaweed salad","Rice, Vegetables"
"Kinilaw na Lato (Budget Bowl)",Snack/Lunch,"1 cup (150g)",102,8,3,3,"Seaweed salad","Rice, Vegetables"
"Bringhe (Kapampangan Paella) (Small Serving)",Lunch/Dinner,"1 plate (300g)",390,58,13,9,"Sticky rice paella",Rice
"Bringhe (Kapampangan Paella) (Large Serving)",Lunch/Dinner,"1 plate (300g)",650,97,22,15,"Sticky rice paella",Rice
"Bringhe (Kapampangan Paella) (Spicy Variant)",Lunch/Dinner,"1 plate (300g)",520,78,18,12,"Sticky rice paella; spicy",Rice
"Bringhe (Kapampangan Paella) (Low-Sodium)",Lunch/Dinner,"1 plate (300g)",520,78,18,12,"Sticky rice paella; reduced salt",Rice
"Bringhe (Kapampangan Paella) (With Brown Rice)",Lunch/Dinner,"1 plate (300g)",546,87,18,12,"Sticky rice paella; whole grain option",Rice
"Bringhe (Kapampangan Paella) (Fiesta Portion)",Lunch/Dinner,"1 plate (300g)",728,109,25,16,"Sticky rice paella",Rice
"Bringhe (Kapampangan Paella) (Budget Bowl)",Lunch/Dinner,"1 plate (300g)",442,66,15,10,"Sticky rice paella",Rice
"Morcon (Small Serving)",Lunch/Dinner,"1 slice (150g)",270,9,18,16,"Stuffed beef roulade",Beef
"Morcon (Large Serving)",Lunch/Dinner,"1 slice (150g)",450,15,30,27,"Stuffed beef roulade",Beef
"Morcon (Spicy Variant)",Lunch/Dinner,"1 slice (150g)",360,12,24,22,"Stuffed beef roulade; spicy",Beef
"Morcon (Low-Sodium)",Lunch/Dinner,"1 slice (150g)",360,12,24,22,"Stuffed beef roulade; reduced salt",Beef
"Morcon (With Brown Rice)",Lunch/Dinner,"1 slice (150g)",378,18,25,23,"Stuffed beef roulade; whole grain option","Beef, Rice"
"Morcon (Fiesta Portion)",Lunch/Dinner,"1 slice (150g)",503,16,33,30,"Stuffed beef roulade",Beef
"Morcon (Budget Bowl)",Lunch/Dinner,"1 slice (150g)",306,10,20,18,"Stuffed beef roulade",Beef
"Callos (Filipino) (Small Serving)",Lunch/Dinner,"1 cup (200g)",240,12,18,13,"Tripe stew",Tripe
"Callos (Filipino) (Large Serving)",Lunch/Dinner,"1 cup (200g)",400,20,30,22,"Tripe stew",Tripe
"Callos (Filipino) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",320,16,24,18,"Tripe stew; spicy",Tripe
"Callos (Filipino) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",320,16,24,18,"Tripe stew; reduced salt",Tripe
"Callos (Filipino) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",336,22,25,18,"Tripe stew; whole grain option","Rice, Tripe"
"Callos (Filipino) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",448,22,33,25,"Tripe stew",Tripe
"Callos (Filipino) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",272,13,20,15,"Tripe stew",Tripe
"Tinapa Fried Rice (Small Serving)",Breakfast/Lunch,"1 cup (200g)",240,37,7,6,"Smoked fish fried rice","Fish, Garlic, Rice, Smoked fish, Tinapa"
"Tinapa Fried Rice (Large Serving)",Breakfast/Lunch,"1 cup (200g)",400,62,12,10,"Smoked fish fried rice","Fish, Garlic, Rice, Smoked fish, Tinapa"
"Tinapa Fried Rice (Spicy Variant)",Breakfast/Lunch,"1 cup (200g)",320,50,10,8,"Smoked fish fried rice; spicy","Fish, Garlic, Rice, Smoked fish, Tinapa"
"Tinapa Fried Rice (Low-Sodium)",Breakfast/Lunch,"1 cup (200g)",320,50,10,8,"Smoked fish fried rice; reduced salt","Fish, Garlic, Rice, Smoked fish, Tinapa"
"Tinapa Fried Rice (With Brown Rice)",Breakfast/Lunch,"1 cup (200g)",336,58,10,8,"Smoked fish fried rice; whole grain option","Fish, Garlic, Rice, Smoked fish, Tinapa"
"Tinapa Fried Rice (Fiesta Portion)",Breakfast/Lunch,"1 cup (200g)",448,70,14,11,"Smoked fish fried rice","Fish, Garlic, Rice, Smoked fish, Tinapa"
"Tinapa Fried Rice (Budget Bowl)",Breakfast/Lunch,"1 cup (200g)",272,42,8,6,"Smoked fish fried rice","Fish, Garlic, Rice, Smoked fish, Tinapa"
"Gising-Gising (Small Serving)",Lunch/Dinner,"1 cup (200g)",225,10,10,15,"Spicy coconut green beans","Coconut, Green beans"
"Gising-Gising (Large Serving)",Lunch/Dinner,"1 cup (200g)",375,17,17,25,"Spicy coconut green beans","Coconut, Green beans"
"Gising-Gising (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",300,14,14,20,"Spicy coconut green beans; spicy","Coconut, Green beans"
"Gising-Gising (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",300,14,14,20,"Spicy coconut green beans; reduced salt","Coconut, Green beans"
"Gising-Gising (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",315,20,14,21,"Spicy coconut green beans; whole grain option","Coconut, Green beans, Rice"
"Gising-Gising (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",420,19,19,28,"Spicy coconut green beans","Coconut, Green beans"
"Gising-Gising (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",255,11,11,17,"Spicy coconut green beans","Coconut, Green beans"
"Pritong Tilapia (Small Serving)",Lunch/Dinner,150g,210,0,21,12,"Fried tilapia",Tilapia
"Pritong Tilapia (Large Serving)",Lunch/Dinner,150g,350,0,35,20,"Fried tilapia",Tilapia
"Pritong Tilapia (Spicy Variant)",Lunch/Dinner,150g,280,0,28,16,"Fried tilapia; spicy",Tilapia
"Pritong Tilapia (Low-Sodium)",Lunch/Dinner,150g,280,0,28,16,"Fried tilapia; reduced salt",Tilapia
"Pritong Tilapia (With Brown Rice)",Lunch/Dinner,150g,294,6,29,16,"Fried tilapia; whole grain option","Rice, Tilapia"
"Pritong Tilapia (Fiesta Portion)",Lunch/Dinner,150g,392,0,39,22,"Fried tilapia",Tilapia
"Pritong Tilapia (Budget Bowl)",Lunch/Dinner,150g,238,0,23,13,"Fried tilapia",Tilapia
"Pritong Bangus (Small Serving)",Lunch/Dinner,150g,225,0,22,13,"Fried milkfish","Bangus, Fish"
"Pritong Bangus (Large Serving)",Lunch/Dinner,150g,375,0,37,22,"Fried milkfish","Bangus, Fish"
"Pritong Bangus (Spicy Variant)",Lunch/Dinner,150g,300,0,30,18,"Fried milkfish; spicy","Bangus, Fish"
"Pritong Bangus (Low-Sodium)",Lunch/Dinner,150g,300,0,30,18,"Fried milkfish; reduced salt","Bangus, Fish"
"Pritong Bangus (With Brown Rice)",Lunch/Dinner,150g,315,6,31,18,"Fried milkfish; whole grain option","Bangus, Fish, Rice"
"Pritong Bangus (Fiesta Portion)",Lunch/Dinner,150g,420,0,42,25,"Fried milkfish","Bangus, Fish"
"Pritong Bangus (Budget Bowl)",Lunch/Dinner,150g,255,0,25,15,"Fried milkfish","Bangus, Fish"
"Inasal na Baboy (Small Serving)",Lunch/Dinner,150g,315,4,21,22,"Grilled pork inasal",Pork
"Inasal na Baboy (Large Serving)",Lunch/Dinner,150g,525,7,35,37,"Grilled pork inasal",Pork
"Inasal na Baboy (Spicy Variant)",Lunch/Dinner,150g,420,6,28,30,"Grilled pork inasal; spicy",Pork
"Inasal na Baboy (Low-Sodium)",Lunch/Dinner,150g,420,6,28,30,"Grilled pork inasal; reduced salt",Pork
"Inasal na Baboy (With Brown Rice)",Lunch/Dinner,150g,441,12,29,31,"Grilled pork inasal; whole grain option","Pork, Rice"
"Inasal na Baboy (Fiesta Portion)",Lunch/Dinner,150g,588,8,39,42,"Grilled pork inasal",Pork
"Inasal na Baboy (Budget Bowl)",Lunch/Dinner,150g,357,5,23,25,"Grilled pork inasal",Pork
"Tinapang Galunggong (Small Serving)",Lunch/Dinner,120g,180,0,18,10,"Smoked round scad","Galunggong, Tinapa"
"Tinapang Galunggong (Large Serving)",Lunch/Dinner,120g,300,0,30,17,"Smoked round scad","Galunggong, Tinapa"
"Tinapang Galunggong (Spicy Variant)",Lunch/Dinner,120g,240,0,24,14,"Smoked round scad; spicy","Galunggong, Tinapa"
"Tinapang Galunggong (Low-Sodium)",Lunch/Dinner,120g,240,0,24,14,"Smoked round scad; reduced salt","Galunggong, Tinapa"
"Tinapang Galunggong (With Brown Rice)",Lunch/Dinner,120g,252,6,25,14,"Smoked round scad; whole grain option","Galunggong, Rice, Tinapa"
"Tinapang Galunggong (Fiesta Portion)",Lunch/Dinner,120g,336,0,33,19,"Smoked round scad","Galunggong, Tinapa"
"Tinapang Galunggong (Budget Bowl)",Lunch/Dinner,120g,204,0,20,11,"Smoked round scad","Galunggong, Tinapa"
"Lumpiang Togue (Small Serving)",Snack,"2 pcs (120g)",180,21,4,7,"Bean sprout lumpia","Bean sprout, Lumpia wrapper"
"Lumpiang Togue (Large Serving)",Snack,"2 pcs (120g)",300,35,7,12,"Bean sprout lumpia","Bean sprout, Lumpia wrapper"
"Lumpiang Togue (Spicy Variant)",Snack,"2 pcs (120g)",240,28,6,10,"Bean sprout lumpia; spicy","Bean sprout, Lumpia wrapper"
"Lumpiang Togue (Low-Sodium)",Snack,"2 pcs (120g)",240,28,6,10,"Bean sprout lumpia; reduced salt","Bean sprout, Lumpia wrapper"
"Lumpiang Togue (With Brown Rice)",Snack,"2 pcs (120g)",252,35,6,10,"Bean sprout lumpia; whole grain option","Bean sprout, Lumpia wrapper, Rice"
"Lumpiang Togue (Fiesta Portion)",Snack,"2 pcs (120g)",336,39,8,14,"Bean sprout lumpia","Bean sprout, Lumpia wrapper"
"Lumpiang Togue (Budget Bowl)",Snack,"2 pcs (120g)",204,23,5,8,"Bean sprout lumpia","Bean sprout, Lumpia wrapper"
"Binagoongan (Pork) (Small Serving)",Lunch/Dinner,"1 cup (200g)",270,9,18,18,"Pork in shrimp paste","Pork, Shrimp"
"Binagoongan (Pork) (Large Serving)",Lunch/Dinner,"1 cup (200g)",450,15,30,30,"Pork in shrimp paste","Pork, Shrimp"
"Binagoongan (Pork) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",360,12,24,24,"Pork in shrimp paste; spicy","Pork, Shrimp"
"Binagoongan (Pork) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",360,12,24,24,"Pork in shrimp paste; reduced salt","Pork, Shrimp"
"Binagoongan (Pork) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",378,18,25,25,"Pork in shrimp paste; whole grain option","Pork, Rice, Shrimp"
"Binagoongan (Pork) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",503,16,33,33,"Pork in shrimp paste","Pork, Shrimp"
"Binagoongan (Pork) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",306,10,20,20,"Pork in shrimp paste","Pork, Shrimp"
"Ginataang Hipon (Small Serving)",Lunch/Dinner,"1 cup (200g)",255,9,18,16,"Shrimp in coconut milk","Coconut, Coconut milk, Hipon, Shrimp"
"Ginataang Hipon (Large Serving)",Lunch/Dinner,"1 cup (200g)",425,15,30,27,"Shrimp in coconut milk","Coconut, Coconut milk, Hipon, Shrimp"
"Ginataang Hipon (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",340,12,24,22,"Shrimp in coconut milk; spicy","Coconut, Coconut milk, Hipon, Shrimp"
"Ginataang Hipon (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",340,12,24,22,"Shrimp in coconut milk; reduced salt","Coconut, Coconut milk, Hipon, Shrimp"
"Ginataang Hipon (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",357,18,25,23,"Shrimp in coconut milk; whole grain option","Coconut, Coconut milk, Hipon, Rice, Shrimp"
"Ginataang Hipon (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",475,16,33,30,"Shrimp in coconut milk","Coconut, Coconut milk, Hipon, Shrimp"
"Ginataang Hipon (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",289,10,20,18,"Shrimp in coconut milk","Coconut, Coconut milk, Hipon, Shrimp"
"Ginataang Gulay (Mixed) (Small Serving)",Lunch/Dinner,"1 cup (200g)",210,16,6,13,"Mixed veggies in coconut milk","Coconut, Coconut milk, Egg, Gulay"
"Ginataang Gulay (Mixed) (Large Serving)",Lunch/Dinner,"1 cup (200g)",350,27,10,22,"Mixed veggies in coconut milk","Coconut, Coconut milk, Egg, Gulay"
"Ginataang Gulay (Mixed) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",280,22,8,18,"Mixed veggies in coconut milk; spicy","Coconut, Coconut milk, Egg, Gulay"
